gene,mean,median,I_Q25,count
MON2,0.03493992904885119,0.03640153869259362,0.008594891191570942,14
DHX58,0.0349350632915788,0.01867787180821264,0.0077382097868878485,14
HOXC8,0.03493149220499176,0.004078859359675049,-0.006015462623817563,14
HES6,0.03492663133830151,0.008578983526881186,-0.006651563188558342,14
PPP1R12A,0.03491731468292949,0.03879660329082388,0.013466326693505254,14
ARRDC4,0.03490971464712351,0.03454465277520471,0.0024885733037957247,14
LTN1,0.03490078594868022,0.01674054811820488,0.0010453975483421995,14
HIGD1A,0.03488282212849997,0.02866063830324572,0.017293674685299663,14
NFE2L2,0.03488157790590162,0.02446816504063418,0.010721340577015709,14
ZNF160,0.0348733016684355,0.03860524189098322,0.020950650939808017,14
GLYATL3,0.03486789833093563,-0.0015732250013940786,,11
CCPG1,0.03486596675098325,0.01922721613924196,0.007513486108881089,14
CAPS,0.034860521873833386,0.02649523306354029,0.013292776948600316,14
BAIAP2L1,0.034859551930591835,0.0278009018320945,0.006448809262212952,14
PHYHD1,0.03484596193944361,0.032220945450885746,0.01822336751432115,14
NSD2,0.03483512076165533,0.012005014210122622,0.002225273037671169,14
BDP1,0.03483300085587617,0.02938613797566638,0.009152671614248445,14
MZT1,0.0348312470261195,0.03039504215607354,0.007799483577030541,14
CYP1B1,0.03481684001263695,0.046809264728489446,0.017490128845023756,14
TMEM175,0.03481555446362702,0.03358600129737822,0.008335601931946013,14
SEMA4B,0.034809273218869216,0.03228269108746353,0.003454070019068752,14
PIH1D1,0.03479889688754752,0.028519033682794254,0.015719443603902067,14
KPNA2,0.034792427972074616,0.01976146519598928,0.004224909523847847,14
IDH1,0.034782011601626396,0.031797212629116486,0.017359775553483982,14
FGB,0.03478135023371853,-0.0007601052297600182,,10
MTX2,0.03476073549243515,0.02435742935826648,0.0077634012547709895,14
TIMM50,0.03475781777340422,0.010191601118298473,0.0018799874675329317,14
EHMT2,0.034756079458061896,0.030884736015550647,0.01471551583696359,14
GRAMD1A,0.03475347346145551,0.02909485501170514,0.022515354380253254,14
FAF2,0.034748206390282026,0.03237126936436528,0.012877923337281574,14
SPR,0.03474775062771882,0.034595142032779067,0.015214482755513709,14
SIKE1,0.03474653366562539,0.020013997017350356,0.006057669343285452,14
INTS11,0.03473956821995238,0.03875407645698993,-0.004057620389485546,14
PLEKHO1,0.034738184571973564,0.03501005902426206,0.01945519062424083,14
UQCRC2,0.034735967691215265,0.034511780264136045,0.002270340430988565,14
CASC3,0.03473298134689715,0.03465279577498052,0.01827226891606863,14
SFXN4,0.034725037578995796,0.02302183897193294,0.002304830643842771,14
LGR4,0.034717153034441624,0.019010396370813136,0.010802832457494499,14
EPC1,0.03471647365948364,0.025428077657547496,0.009264948562880557,14
TNRC6C,0.03471346994684653,0.020343640322673023,0.00714641512217533,14
MASTL,0.034713308290664574,0.03264723996316106,-0.0030812399268638816,14
OTUD5,0.03469957185267692,0.0330455529566239,0.01495079604889696,14
SASH1,0.0346761592069375,0.01915574378382988,-0.000992336443028974,14
FEM1C,0.03467311274285397,0.0342342494161245,0.019308215981408076,14
ETFB,0.034669230877063056,0.022824766411792916,0.011808668278600208,14
SLC4A2,0.034663039725090876,0.025459607878292725,-0.002151265341108268,14
SHPRH,0.034657401630095126,0.01251121233846688,0.010565869202281634,14
LEO1,0.03463846017338532,0.02873418494130519,0.009080325947052466,14
MITD1,0.03463680897236541,0.02798343799235009,0.016570643803786457,14
TFG,0.03463120244613212,0.023213987884780782,0.018734090790486282,14
TMEM125,0.034626691663921426,0.03610700035080111,-0.0008632600859379422,14
HEMK1,0.03462150238839678,0.022858663864148844,0.011247492762002567,14
DEF6,0.03461462557700295,0.019682520937185775,0.0037273398998903273,14
EGLN1,0.034613888612497104,0.037839937262063264,0.014524449631239281,14
PEG3,0.0346134166138233,0.030593195674183338,-0.006015933239523211,14
STARD3NL,0.03460007324689561,0.020888958476071428,-0.0015603114345845775,14
KPNA1,0.03459979843294032,0.02927294055090833,0.0004723016236891017,14
TMEM234,0.03459793753167543,0.021695938516896884,0.011178462234515218,14
OVOL1,0.03459400591279012,0.021649660515357654,0.004856920707914811,14
DOCK2,0.03458946796842587,0.03197041212646204,0.003578312805220227,14
CUX1,0.034587666983730246,0.03479128213276964,0.01717818823812065,14
AAAS,0.03458305177875069,0.03266680352765726,0.019187696239296913,14
AKAP8,0.03457792910582198,0.019555085542990524,0.00673508068096411,14
GRK6,0.03457778069579155,0.028075535798082737,0.018361767553429303,14
RHOJ,0.03457711766407379,0.0237419351366414,0.01049325534754917,14
FKBP15,0.03456552596633817,0.016899646661648466,0.009075598339492442,14
RASGEF1B,0.03456183046200933,0.016442204947702967,0.008738795071344682,14
FBXW7,0.03455648814926449,0.0338293954376166,-0.006379708574123157,14
ZFP91,0.0345551284953357,0.025950503312730293,0.020889179296424015,14
TRAFD1,0.03455306837158646,0.019407233418578813,0.005403834108453484,14
ERICH3,0.03454662846981259,0.015908693434535933,,13
PPIL3,0.03453431434150989,0.015639694793892024,0.006800681845493525,14
IGBP1,0.03452853888700641,0.025722490405932018,0.013383769342454544,14
PPP2R5E,0.034527725763069915,0.024866350567148938,0.014788881328597216,14
EEF2K,0.03452314656301871,0.030748474625194,0.007772871926347935,14
SMC1A,0.034495197688932236,0.03184853885840373,0.006561546384995267,14
TRPT1,0.03449500370263038,0.03025377938416058,0.019777697026455526,14
ROBO2,0.03449100134407119,-0.002215858385564022,-0.003309790552460554,14
SIVA1,0.034488321166946286,0.03431692448829084,0.02488754613034135,14
RIPK2,0.034483330097807706,0.019678696816608526,0.006132119233128653,14
SNHG32,0.03447677349801995,0.019726493095610538,0.011629321758529317,14
RSL1D1,0.03446253126571721,0.011555729790464368,0.003757092234047278,14
PTPN13,0.03443971576849117,0.022835825782883734,0.003953297794949006,14
ZNF121,0.03443500464256049,0.008008241421412064,-0.0011431242580493544,14
TBC1D16,0.034432637801901554,0.02329882344818627,0.012653803694524353,14
NUDT14,0.03442932590976969,0.015798018338287163,0.00328021019606652,14
TRRAP,0.034414557222681434,0.018206729790582188,0.010438683125882638,14
GDAP1,0.0344140888794859,0.01999801044944367,0.01271879983268082,14
DPH6,0.03441315929751024,0.03224114366915258,0.020073071096652326,14
NEURL1,0.03441153048481818,-0.0022214252562118924,,13
MST1,0.03440665040516382,0.028534174279828017,0.012265356007991366,14
UBE2A,0.03440626337406886,0.028682612583687303,0.01181483698922336,14
POFUT2,0.034402839417268884,0.02300554545755376,0.004747949720469549,14
SH2B1,0.03440000540644842,0.03311614679270646,0.011958873419583871,14
ABHD16A,0.0343978861021725,0.018619188609083216,0.006998427265281328,14
TWF2,0.03439460240167162,0.025081739194917886,0.01118442256828327,14
ZNF292,0.03439204306887671,0.023540350554295555,0.018770697701824133,14
CCL4,0.03439010205337163,0.028704492651972516,0.0008854368247981255,14
ABCA8,0.03438892478628836,0.0317761255773781,0.005855409525794726,14
ANO8,0.03438150627185729,0.0340695917989116,0.022299687366817117,14
RCOR1,0.03437988794130085,0.028126460511683476,0.01707214010663835,14
GHR,0.03437774985379181,0.02204945079941276,,13
CLK2,0.034375600734324864,0.03243869764481848,0.0073642303844129245,14
TRAPPC13,0.03437122524967335,0.024725760860187046,0.012901625408325892,14
MYO1G,0.034367787514362105,0.03473810177461195,0.024585709663723955,14
COASY,0.03436696769607615,0.0214741636967107,0.00887377227424441,14
RHOBTB3,0.034352859115568006,0.018293132761785277,0.007472912335066464,14
TINAGL1,0.034347709774538375,0.02491316477065273,0.004304065863128914,14
SIN3A,0.0343457025840419,0.02722896029499551,0.01944754684927738,14
PDCL3,0.034334591428228145,0.028506521601006474,0.009831748998369846,14
LAMP3,0.03433256666657252,0.01409730358949774,,13
PPP2CA,0.03433021969414675,0.016294202044909223,0.006294421662239324,14
ARHGAP26,0.03432992754528645,0.027061363225897972,0.008276454635675327,14
ERAP1,0.034327094262648634,0.032725074355560185,0.016092952838629618,14
AIF1L,0.034322000733059015,0.015394675047707492,0.0029318696008466343,14
VPS37A,0.034321509966213984,0.034117315267454706,0.02611078780071174,14
USP54,0.03432105642154793,0.024820866392796258,0.004822896756710765,14
MAP3K4,0.03431929451848352,0.030501909056675353,0.013756096146159674,14
SLC35A4,0.03431077920864355,0.02727431557412892,0.017162193785807883,14
HDAC9,0.03429545622272682,0.008675019412247593,0.002075871360856812,14
CCSER1,0.03429352388020185,0.012106682547909607,-0.002221033553958601,14
FAT1,0.03429150713283215,0.03354908799282372,0.013241832627990578,14
ZNF700,0.034290208213524985,0.02143695950162306,-0.00011717703596785629,14
UBA7,0.03428589724525841,0.017601762063851722,0.005360777824115318,14
SLC25A25,0.034281828463138424,0.033487000892810204,0.004710027853833527,14
SIRPA,0.03427912803729693,0.017091203536842407,0.011205757615286043,14
TRMT10C,0.03427266738312086,0.02491972482878556,0.006394669160725844,14
GTF2A2,0.03427137132546586,0.019534416277049053,-0.00032378091714680974,14
CMTR1,0.03425993987823702,0.02549225472620524,0.007237114817374089,14
GFM1,0.03425774392055735,0.02731018289648488,0.016354477068323547,14
SLC39A9,0.03425068404573325,0.029142505996516656,0.011303586666889296,14
GMNN,0.03423861745389215,0.02289093350843336,0.013818780207659084,14
CTBS,0.034235121243501074,0.02663926692929582,0.005646742718085413,14
UACA,0.03423167559195478,0.01705549043370567,0.010710704261225893,14
RETREG2,0.034231020953921706,0.029234663707804108,0.009321240483968114,14
AHI1,0.034227826413400185,0.017575704285312514,0.008948359215304142,14
HCAR1,0.03422370356725507,0.03256087835933949,0.007301295784684972,14
SPEG,0.034220670797989704,0.022026855429921402,0.002812150625556077,14
ECSIT,0.03421734123808488,0.032689909921517296,0.008499069902329345,14
DUSP23,0.03420803247378238,0.040502142902736064,0.022266120686459508,14
ZBTB7A,0.03420412909841246,0.02829978287771895,0.011995066924670443,14
PSMC6,0.0342008226648229,0.027429059852297294,0.005008840157442572,14
LGALS9,0.03419500331948048,0.01848814639222822,0.00855292034372286,14
RAB12,0.03419431678811828,0.03246898117083949,0.011348406922251274,14
MCC,0.034194284246644883,0.02580239964966872,0.0033698132563317234,14
BIRC3,0.03418509380058185,0.021843863814598786,0.006412400786824784,14
GTPBP4,0.0341551358809379,0.02604135513246501,0.015268448564663195,14
PAN2,0.03414858062612178,0.03479852174423654,0.018500135503000226,14
GPAT4,0.03414336002997428,0.02868926363244946,0.013986464334592774,14
TAGAP,0.03414216203937253,0.023839567129181137,-0.006934330973234938,14
PEX3,0.03414132620124404,0.014570136314591765,-0.00035414481869128645,14
DSE,0.03413156466957659,0.02329005527468929,0.01636702040956235,14
PRMT1,0.03412923899138224,0.03321875706024925,0.00573573778713585,14
KRCC1,0.03412555087037858,0.02003063915704288,0.012074486672226143,14
ATP8B2,0.034104767427396494,0.034080271829943505,0.005465919171857944,14
NISCH,0.03409757801056802,0.033328529578771214,0.00912531266268069,14
TACC1,0.03407639628383521,0.03729449313057501,0.004334798920126885,14
AQP4,0.03407186431755584,-0.0020479843559978055,,12
SIRT2,0.03406063986037806,0.024839620116034786,0.012070385235690883,14
PSMD7,0.034058640933329117,0.03447173099684942,0.02405000409464399,14
GON4L,0.03405314370074976,0.0341008353432037,0.01829873728161257,14
OSGEP,0.034034168487570036,0.013170359720300524,0.007081932514554095,14
SELENOS,0.034032056212511715,0.025305101853259224,0.01563201571935012,14
PRUNE1,0.03402960863409459,0.024419989779965574,0.004762792418103319,14
METTL23,0.03402374140594595,0.027410572645687768,0.00865685707554503,14
MALSU1,0.03402334313646625,0.029344069616173408,0.014408972625989263,14
USP21,0.03402153840916998,0.03927462345409833,0.023213737501313975,14
OAF,0.03402017413877538,0.036032433849955824,-0.0038927768036233195,14
DDIT4,0.03401247752076066,0.021555552236890603,-0.0025295775517388663,14
DMXL1,0.03401029161897592,0.03386202089713791,0.020872818154371774,14
SRRT,0.03398398986728953,0.019216374897668042,0.008415524029868397,14
POLG2,0.03398260282504637,0.029764277555059844,0.022790953838531098,14
NECAP2,0.03396901076955703,0.027102583061104975,0.007006596510017041,14
MACO1,0.033965049009507677,0.01881215349107128,0.003340359863778711,14
AUP1,0.033960909992312695,0.023838783449169437,0.0052320655607190425,14
CDK5RAP2,0.0339548702064529,0.032639615711739775,0.018144913978701795,14
PTGFR,0.03395226517374876,0.022306661365164362,-0.0036343103483535352,14
EPB41L4A,0.03394884054853445,0.029335496485996978,-0.004515695482119732,14
CIAO1,0.03394687086987312,0.032439448913663634,0.018870462047295998,14
IL6,0.03394583923303322,0.03107370857298513,-0.0024987773134215827,14
MCOLN2,0.033938232050790225,0.025886765184806308,-0.00018653319388711818,14
ULK2,0.0339348683957638,0.023898466589588226,0.006261927689783727,14
ORC4,0.03393464463070356,0.026275099981856325,0.007437283099551615,14
SMARCD3,0.03393444252709642,0.028463214072714457,0.014540895420638536,14
CXCL13,0.03391244855218634,-0.0015742243367171788,,13
EFNA4,0.033912374078867276,0.025646833250584724,0.01632285125750462,14
ZNF282,0.033909948006920446,0.02822859977679235,0.011218540225300614,14
EXT1,0.0339071867283775,0.03783620685544185,0.008368236377221732,14
NMT1,0.03390495651606452,0.019967036921374644,0.010169832022099212,14
ACOX1,0.03390454234493085,0.029302050825869366,0.006373901840067701,14
MAP3K3,0.033898110883159395,0.0338659435262986,0.023495182980498498,14
PTPRN2,0.03389589785430815,0.018736205192939625,-0.0024477560249548482,14
ST8SIA4,0.03389385564955227,0.031446709880036575,0.016474856547459716,14
PRDM2,0.0338914468825012,0.02702458618192546,-0.0021409818317931492,14
GPATCH4,0.03387726285082716,0.028424824285601256,0.018858857131575327,14
TBC1D5,0.03387320131752573,0.025943119304722154,0.0010198645768550608,14
PIGK,0.03387109661147435,0.033779943235642054,0.013893578205866506,14
TENT4A,0.033864332440888954,0.031800961091410666,0.022981624016437607,14
PDLIM1,0.033863713933835644,0.029339637390185906,0.019367031013932424,14
NSD1,0.03386179949887528,0.027858747005084703,0.009986273670615093,14
IP6K2,0.033848768593332836,0.03147018610862062,0.01157871922931897,14
RAB7A,0.03384840543756432,0.03031936341203339,0.019902001147672207,14
ITPKC,0.033844533316950295,0.04439752014694534,4.643068707306823e-05,14
SCMH1,0.03383467784019338,0.026113643107500188,0.013344121014748817,14
SLC29A1,0.03383200676935563,0.028843398992218522,0.015051567725095453,14
PIK3CD,0.033828479249800966,0.020579831188126937,0.011341359909444976,14
NDUFA9,0.033826156417303285,0.02162512898492968,0.005321372759018238,14
EFTUD2,0.033823980247096284,0.02831698027315614,0.009241461919538648,14
CYP4V2,0.03382321166878326,0.02767427148594502,0.016043775487496303,14
BRD7,0.033810703694299754,0.032881930661425036,0.016737813650515434,14
SIRT3,0.03380906635101885,0.028186728790917815,0.014906823418463146,14
NKTR,0.03380130800975717,0.029749847075402458,0.008391889255384576,14
ARFRP1,0.033801199027720094,0.029585742422357467,0.008014534064783911,14
COG5,0.03379867926836567,0.025651742591985056,0.008423915711446493,14
IFT43,0.03379413052585811,0.02744420407635733,0.010193715188656229,14
TPPP3,0.03379195867924222,0.02821489082766737,0.002261925315542276,14
APTX,0.0337903806099128,0.0330964399592643,0.01730162814202389,14
DDAH2,0.03378586825148337,0.02558005681859592,0.014643814626252003,14
CUEDC1,0.03378437200805018,0.02298134867786389,0.014611834577263342,14
KIAA1211L,0.03378356109169053,0.03631251741622081,0.009946662237803282,14
SYT9,0.033782398500880065,0.013024300334137439,-0.00014797405686881385,14
TMEM65,0.03377964513112238,0.030654261393743526,0.00718817420977222,14
LIN9,0.03377144354740417,0.010572110130697842,-0.0010753616656852872,14
SPECC1L,0.03377000043592153,0.021628651665339216,0.003648823269169538,14
H2AFY,0.03375195936889837,0.026428125548355375,0.013406427813682046,14
LRCH1,0.03374915453793425,0.017378158618563875,0.0018088420634277472,14
NUMB,0.033744173292255084,0.02296178044737418,0.005160108230049736,14
GMDS,0.03374331078047527,0.015910906212917894,0.0037763202112483848,14
RSRC1,0.033740475943617135,0.02531127695881691,0.02214125475721243,14
PITHD1,0.0337395035765787,0.01437450993315012,0.007755239848454563,14
KIAA0040,0.0337379562010052,0.025744588717547673,0.00502271687088684,14
CBFB,0.03372504259734594,0.030777122284660265,0.01366657791781564,14
NEURL1B,0.033715412457896526,0.008768040554994702,0.004673755035655064,14
ASH2L,0.033707298450178405,0.027481222235551397,0.02046361307787658,14
TMEM131,0.03369784939726441,0.01541332270590257,0.0032408403432571844,14
VKORC1,0.0336965260051656,0.03550043141015896,0.014545042097560927,14
RNF169,0.03369501922197945,0.02651360943435173,0.010326799995782595,14
RFX5,0.03369160819645541,0.03673832673204769,0.01087663554977171,14
ARL15,0.03368367000918377,0.029905659227154317,0.004426332649501532,14
MIPEP,0.03367615272035209,0.02321609396433237,0.010441175570406485,14
KLHDC10,0.033672273147263614,0.028128629220990846,0.004075743024322382,14
KIF9,0.0336657293953597,0.016738835218939777,0.002246390344565169,14
UBXN7,0.03365685217357181,0.03506102494593319,0.012166812823325388,14
ANKRD37,0.03365641026187205,0.0373211770440436,0.012726442018713183,14
ZNF557,0.03364877182856364,0.03117212650126883,0.002521547364258853,14
REPIN1,0.03364120862055409,0.02469220302496438,0.018140321243250015,14
GNG11,0.033638985572961994,0.015304435847729683,0.005071235920313523,14
ADGRL1,0.0336349660307526,0.024160364950731976,0.003758883633312977,14
MAFK,0.0336302759890591,0.027267045959502342,0.007303394423482051,14
MDFIC,0.03362653101083633,0.03425600204620268,0.00905434274677791,14
C19orf48,0.033609322794402,0.025622929532888104,0.01189683223197787,14
DNAJC14,0.03360287903633623,0.023156605685699688,-0.005078693833829658,14
ANO10,0.03359951059841122,0.01822137127726816,0.011235009435149027,14
TBCD,0.0335955699015986,0.02248316942100028,0.008983938622663622,14
AKAP11,0.033588875941346616,0.03487919645722935,0.017537671920057927,14
BRIP1,0.03358310050292944,0.008683571894240141,-0.0020487451422464865,14
TMPRSS2,0.03358288384033024,0.01615491039276645,,13
ARHGDIA,0.033580728314764156,0.020841187737250327,0.01648646960808724,14
COMT,0.03356645188677998,0.037581448164110125,-0.0010768313522438074,14
MED1,0.03356330043953558,0.02588692954506079,0.019917135493563342,14
HPX,0.033562808995852136,0.022360321828613812,0.00730441964771691,14
COMMD1,0.03356230871955941,0.019977634303295314,0.01202724104343834,14
PDGFD,0.033555087236597676,0.017057087129880612,-0.0006297045586872532,14
MFAP1,0.033552148504845135,0.021741879758956507,0.015066161273342316,14
ARF5,0.03353767949984917,0.035654742443763154,0.026221940286743527,14
SRSF9,0.03353745803527227,0.029478172060106056,0.015487358471891597,14
SMARCD2,0.03352905592930312,0.027664145781001702,0.00015141513371410566,14
PWP1,0.03352305569271507,0.01849909559074641,0.00984247779760442,14
ARHGEF6,0.033503836832625214,0.036325196397512916,-0.0014052716331189416,14
DELE1,0.0334988143990458,0.0372239419432833,0.011427510949258438,14
MIA2,0.0334955130084063,0.02514011299627844,0.006625112846297625,14
CCDC189,0.03348130891102887,0.01936361888361929,-0.0020602389504416015,14
SSU72,0.03347731889502425,0.028659982129619517,0.007822825343668838,14
PTK2B,0.03347201636242883,0.025802968843260436,0.007327236296180942,14
PELO,0.033455039326682014,0.02746373864027315,0.015696327830317165,14
MXRA8,0.03345462070303239,0.03661273500053361,0.010096070770889906,14
MCM7,0.033454457942082294,0.03334533487763643,0.011837546413983973,14
PTPN14,0.033454151860341376,0.01637462805400299,0.004074857108776154,14
PARP10,0.03345116035531557,0.017215318216499423,-0.004695090635239134,14
DMAC2L,0.03344420121267385,0.03033819979654214,0.012548355348526689,14
DAPK2,0.03342024746994558,0.024132213024486072,0.01590250748232238,14
ZC3H4,0.0333918572174182,0.03875508895084619,0.03022471034650819,14
UBTF,0.03338612206366889,0.03137822734577789,0.0209191855993164,14
PRC1,0.03337866254980619,0.012501392584856958,-0.004378874759007801,14
NBEAL2,0.0333686234472066,0.028120979852933263,0.01056463890428956,14
CADM4,0.03335904296485471,0.04142814058535822,0.010446173711755071,14
TNKS,0.03335460281091053,0.038656321371321134,0.020828635719651687,14
MYLIP,0.033324073598237636,0.01713884729001093,0.005934401548012629,14
LURAP1L,0.03332391973626708,0.03188166651623291,0.01226999046552371,14
TMEM165,0.0333205448308267,0.02684780016045763,-0.0010712618163201187,14
PARP12,0.03331514405053095,0.021468286684811676,-0.004845243849476911,14
RBBP8NL,0.033308833977888676,0.01152207903022498,-0.006580230800243369,14
TUBB2B,0.03330459714249821,0.009840532563128645,,13
SURF4,0.03328314903409428,0.0379453115246834,-0.001132418610877858,14
MAGT1,0.033273108070610485,0.030310832659477753,0.01511402465936721,14
WDR43,0.03326504714058535,0.020504240662619605,0.00634037619236107,14
ADAMTS14,0.03325816302097277,0.00852029453889841,-0.0015517684509104978,14
FBXO38,0.0332500238195276,0.02800209163434165,0.007743631605487452,14
SERPINA5,0.033249225799636836,0.020109997242529445,0.012469756585174848,14
ZNF512,0.03324678784646517,0.02981095714212719,0.004367434306182298,14
ESM1,0.03324641379171971,0.026955849865208308,,13
C12orf10,0.03323186731711452,0.02175757268414944,0.013260558260894933,14
MANBA,0.0332298314165446,0.022822215477559436,0.008765123880286389,14
RNF14,0.0332262238259953,0.024715299686395163,0.010514654432137172,14
IQCB1,0.033225933995020655,0.027400894627673637,0.009413123310226746,14
ZSCAN29,0.03322016044927369,0.03124670068347902,0.020569871489183225,14
ZNF385B,0.03321132706816873,-0.0017117204727491362,,13
SLC30A7,0.033208155617774335,0.02706736856972436,0.011326563792795619,14
TTC9,0.0332075033407079,0.01600370016278916,0.0006620284623959753,14
CDRT4,0.033190792444575755,0.01754268743009366,0.0017209413760860904,14
SPOP,0.03319049163719879,0.022030857659611817,0.009867217919073957,14
MOK,0.03318944173176415,0.028482128110452063,0.006002115110727597,14
CFAP36,0.03318395225528824,0.024653075631073662,0.008614569829773617,14
PDHA1,0.033183501874727926,0.02545359391000956,0.004634566215827483,14
PPIF,0.03318100135480674,0.02727820330572162,0.012384745116736985,14
IL17RC,0.0331761485856505,0.028614728724378896,0.015676857931671548,14
HMCES,0.03317501933173517,0.023878763448823538,0.016426139152900004,14
SERBP1,0.03317434929257674,0.02247094433057515,0.014908738611572919,14
ISCU,0.033155468846013614,0.02854614771546651,0.00991502671421396,14
PHLDB3,0.033154044710412826,0.021495600543318717,-0.004955922740652067,14
AKAP13,0.033140392856846994,0.03646623176433719,0.008321178281859583,14
NAE1,0.03313964067913105,0.026435571804591804,0.011363731391740333,14
INPP5E,0.03311353470879111,0.020374678333498472,0.00745515633416589,14
MYO19,0.03311048517598466,0.024632065436693367,0.008897415507459407,14
TXLNA,0.03309695912586409,0.026578462277410706,0.0006445778143072899,14
YES1,0.033092740582841444,0.025497145239614417,0.012994638043729627,14
UMAD1,0.03309112909617725,0.031198830360003392,0.014868845202987027,14
PITPNB,0.03308642848436149,0.016338522638243896,0.0045973143677040555,14
SC5D,0.033066948923744253,0.017876210351793757,0.00034677134101231935,14
SFXN5,0.0330655335439035,0.017158590115947205,0.009218699305094029,14
HMGCS1,0.03305926492062051,0.014079685282840365,0.0033978014259561395,14
ATP6V0A2,0.03305395072263494,0.020497803206542875,-0.003807512037733217,14
GRP,0.033053789841581596,0.01433375232600517,-0.002364500475753281,14
ESRRG,0.033044778492128016,0.0034217707335952954,-0.004596958828279016,14
DMAP1,0.0330424794066714,0.02729570474967271,0.009873808562416916,14
SERPINB5,0.03303782338930329,0.004278982346025738,,13
DENND2D,0.033035856800601615,0.03135274956222312,-0.009660326488970928,14
IL17RD,0.03303318212073436,0.012577801706584006,0.004680747119176219,14
MECOM,0.03303076697477948,0.03273137246116988,0.012326817943590748,14
HGSNAT,0.033029763040791055,0.037365473118353226,0.00821849575501546,14
STIMATE,0.03302700052510284,0.02573327200080302,0.019235438057661796,14
DAPK1,0.0330240239589595,0.02891842477505384,0.006480443498423015,14
SSBP1,0.03302256427517779,0.03414989097044027,0.017456384538158693,14
ABR,0.03302195674806464,0.02565780925225904,0.003550234396867804,14
SNX25,0.03301043636444987,0.028212939119107872,0.006350386718950228,14
IDH3G,0.033007047338490574,0.030992935527933172,0.01785882476097805,14
ASAP2,0.03300617522110934,0.01514447912151574,0.0049870164590327965,14
AOAH,0.03300609512042101,0.017631120837464907,0.010160518234020597,14
CHCHD5,0.03300089180446473,0.02750114220246104,0.012436054806680115,14
C12orf75,0.03299250119923884,0.019333073234752265,0.0031091908552450965,14
CCDC9B,0.032978483378235376,0.011715923422870596,-0.0007640735549567397,14
CXXC1,0.03296992917635177,0.028151840434660576,0.01644762730047624,14
ATP2B1,0.03296564370216116,0.023942682536240295,0.009685069668993615,14
MATN2,0.03296329734437477,0.01396150090815675,0.008373434629216761,14
MCM3,0.032956080990895024,0.018754368728151602,0.006381793225639118,14
PRKAB1,0.032952847490324476,0.025612784045135277,0.011810955921778103,14
TRIM3,0.03295018247267383,0.03832836045886018,0.025990701372924783,14
FDFT1,0.03294691104679827,0.025682081791493415,0.010629676898326234,14
HADH,0.03294311470284011,0.012655983661420145,0.0038817707109463757,14
UBXN10,0.03294084676613684,0.024536231326593987,0.008626543806900484,14
SMNDC1,0.03293753139759417,0.02848684112385113,0.012992147390964303,14
OGDH,0.03293165597078886,0.02359332054159618,0.00875272827840508,14
PSTPIP1,0.03292963045935889,0.015557527661727077,-0.005123460193914799,14
KITLG,0.03292740557482681,0.023101320493643482,-0.003462386262701324,14
PIP5KL1,0.032923802438840084,0.00857261863004927,-0.0006344242258426943,14
CHP1,0.03292170133699197,0.02506250404415806,0.005750876595989025,14
ANKRD30B,0.03291247262351607,0.0021328185852624803,,12
HS2ST1,0.032908729912866835,0.028241228073414643,-0.006225355400546875,14
L2HGDH,0.03290441117873643,0.022439424403050745,0.005285799537198668,14
USP39,0.03290160720318281,0.024928053691700265,0.0107634298319416,14
CHD7,0.0328994871017117,0.022633776436385415,0.006843770884236956,14
SELENOI,0.032886498603234116,0.024470820311667002,0.0022067491117227765,14
XRCC5,0.032881486140636046,0.02619532555663051,0.01550302458340596,14
CERT1,0.03287358027690894,0.04279168432528535,0.00778318765262803,14
ATG2B,0.03286891398389315,0.02618327581779921,0.005554660920162987,14
ALS2CL,0.03286524516527546,0.026495141269862806,-0.0016833421351985147,14
TACC3,0.03286318099811146,0.018369828618556107,-0.006383531369836511,14
ACIN1,0.03285478702542955,0.025556051363207093,0.006470683290538763,14
RAP2A,0.032848008822611345,0.0211638400308926,0.008841022680509401,14
FBXL16,0.03284626108908281,0.022486148845099672,0.014354032519443092,14
LIMK1,0.032843972304477706,0.027134869448129942,0.01320242101711744,14
BSCL2,0.03284333098051092,0.022099009803085847,4.867539306792866e-05,14
BABAM1,0.03283964495141408,0.033155292427486174,0.02376039216519613,14
MFSD14B,0.03282596515494155,0.0354723417281179,0.011718102602277205,14
MPP5,0.03282592162013901,0.026756771872851137,0.0032072539229260283,14
ATRAID,0.032818022141691126,0.018513566672947606,0.0021763401244823976,14
ATP5PF,0.032817748670277105,0.02629774296009077,0.015232865841006932,14
KIFAP3,0.032810111414112435,0.02995473514587351,0.01469323259179425,14
GFM2,0.032807553862432066,0.020985959677038313,0.009201205546357432,14
KIAA2026,0.03280402753403224,0.03437530568933512,0.014358388044740912,14
AQP5,0.03280360592181934,0.004791687460953701,,13
RAD51B,0.03280295197980103,0.03703075866671879,0.01624439829911717,14
FMR1,0.032798978714994355,0.03251959472429635,-0.004409605390162744,14
CTPS1,0.032796626537310025,0.02372165680477352,0.0044658093677487085,14
DEDD,0.03278245633027006,0.022982738695213646,0.01593461618381849,14
TCF3,0.032778283257210654,0.03745225275338446,0.00015893711946163942,14
ATP5MG,0.03276631383380254,0.02834035501424944,0.01671737307134382,14
TUBG2,0.0327622417765155,0.022037960793549714,-0.000383746723251901,14
ISM1,0.03276101508448907,0.00781191244745154,-0.006585682575103153,14
DDX6,0.032753850297034925,0.0323263342607499,0.019136680264968935,14
